Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2025-04-01,89:12:110709:3450,Помещение,1996.0,трёхкомнатная квартира,Железобетонные,9,,101.0,89:12:110709:3119,9,Жилое,12:0,02:061,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Высоцкого, д 22, кв 70",,,площадь,Купля-продажа,,,2025-01-13,2025-01-13,104281.00987925357,001001000000,1,,,,,,,91.1,9500000.0,,3.0,0.0
2025-04-01,89:04:020101:8230,Помещение,2015.0,Гараж №4,,1,,303.0,,,Нежилое,4:0,02:071,"Ямало-Ненецкий автономный округ, р-н Надымский, п Пангоды, ул Звездная (в районе примыкания улицы Звездная к улице Энергетиков), Кооператив по строительству и эксплуатации гаражей для автотранспорта «Таежный-2001», ряд 14, Гараж № 4",,,площадь,Купля-продажа,,,2024-11-17,2025-01-13,21181.556195965415,001001000000,1,,,,,,,34.7,735000.0,,3.0,0.0
2025-04-01,89:11:020305:258,Помещение,2015.0,гараж 35,,1,,303.0,,,Нежилое,11:0,02:071,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул 26 Съезда КПСС, 5, гараж 35",,,площадь,Купля-продажа,,,1998-04-02,2025-01-13,582.0105820105821,001001000000,1,,,,,,,18.9,11000.0,,3.0,0.0
2025-04-01,89:08:010204:1803,Помещение,2019.0,,Смешанные,4,2019.0,101.0,89:08:010204:1779,9,Жилое,8:0,02:061,"Ямало-Ненецкий автономный округ, городской округ город Салехард, г Салехард, ул Республики, д 81, кв 55",,,площадь,Купля-продажа,,,2024-12-26,2025-01-13,82582.58258258259,001001000000,1,,,,,,,66.6,5500000.0,,3.0,0.0
2025-04-01,89:12:110513:210,Помещение,1989.0,Квартира,Деревянные,1,1989.0,201.0,89:12:110513:43,1,Жилое,12:0,02:011,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Багульная, д 115/1, кв 4",,,площадь,Купля-продажа,,,2025-01-13,2025-01-14,102022.05882352941,001001000000,1,,,,,,,54.4,5550000.0,,3.0,0.0
2025-04-01,89:14:010112:458,Помещение,2009.0,"Жилое помещение расположено в многоквартирном доме, признанное аварийным и подлежащим сносу или реконструкции. Постановление Администрации города Губкинского ""О признании многоквартирного жилого дома № 42 микрорайона 12 города Губкинского аварийным и подлежащим реконструкции"" от 28.06.2024 № 1632",Крупнопанельные; Смешанные,1,2009.0,101.0,89:14:010112:117,6,Жилое,14:0,04:040,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 12-й, д 42, кв 5",,,площадь,Купля-продажа,,,2024-12-19,2025-01-14,165568.18181818182,001001000000,1,,,,,,,44.0,7285000.0,,3.0,0.0
2025-04-01,89:13:010106:900,Помещение,2012.0,Квартира,Из прочих материалов,2,,205.0,89:13:010106:1735,3,Жилое,13:0,02:014,"Ямало-Ненецкий автономный округ, г Муравленко, ул Нефтяников, д 3, кв 7",,,площадь,Купля-продажа,,,2025-01-09,2025-01-14,32854.20944558521,001001000000,1,,,,,,,48.7,1600000.0,,3.0,0.0
2025-04-01,89:05:000000:9572,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,5:0,02:071,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, Район промбазы НГРЭИС, ряд 3, уч.20",,,площадь,Купля-продажа,,,2024-12-30,2025-01-14,30769.23076923077,001001000000,1,,,,,,,26.0,800000.0,,3.0,0.0
2025-04-01,89:13:010109:168,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,13:0,02:071,"Ямало-Ненецкий автономный округ, г Муравленко, ул Дружбы Народов, микрорайон 8-а, гаражный комплекс 2, корп 1, Бокс №6",,,площадь,Купля-продажа,,,2024-12-25,2025-01-14,18331.3125,001001000000,1,,,,,,,19.2,351961.2,,3.0,0.0
2025-04-01,89:10:010106:600,Помещение,2016.0,гараж,Железобетонные,1,2017.0,303.0,89:10:010106:232,1,Нежилое,10:0,02:071,"Ямало-Ненецкий автономный округ, Надымский м.р-н, г.п. город Надым, г Надым, ул Юбилейная, стр. 1, корп 2, гараж 27",,,площадь,Купля-продажа,,,2025-01-13,2025-01-15,10902.255639097744,001001000000,1,,,,,,,26.6,290000.0,,3.0,0.0
2025-04-01,89:11:050303:960,Помещение,2022.0,Квартира №131,Смешанные,7,,101.0,89:11:050303:934,13,Жилое,11:0,02:060,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Славянский, д 1/4, кв 131",,,площадь,Купля-продажа,,,2025-01-14,2025-01-15,146540.02713704205,001001000000,1,,,,,,,73.7,10800000.0,,3.0,0.0
2025-04-01,89:12:110709:1672,Помещение,1992.0,Квартира в многоквартирном доме,Крупнопанельные,5,1992.0,101.0,89:12:110709:227,5,Жилое,12:0,02:061,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Высоцкого, д 34Б, кв 59",,,площадь,Купля-продажа,,,2024-12-27,2025-01-15,69182.38993710691,001001000000,1,,,,,,,79.5,5500000.0,,3.0,0.0
2025-04-01,89:04:020101:6572,Помещение,2002.0,Двухкомнатная квартира,Кирпичные,1,2002.0,101.0,89:04:020101:785,6,Жилое,4:0,02:061,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, ул Мира, д 15, кв 2",,,площадь,Купля-продажа,,,2025-01-13,2025-01-15,68901.30353817504,001001000000,1,,,,,,,53.7,3700000.0,,3.0,0.0
2025-04-01,89:12:110406:2248,Помещение,2018.0,Нежилое помещение,Кирпичные,2,2019.0,303.0,89:12:110406:1180,2,Нежилое,12:0,02:071,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Муравленко, дом 6в, помещение 6/7",,,площадь,Купля-продажа,,,2025-01-11,2025-01-15,5813.9534883720935,001001000000,1,,,,,,,17.2,100000.0,,3.0,0.0
2025-04-01,89:11:070101:6528,Помещение,2015.0,,,1,,303.0,,,Нежилое,11:0:1,02:071,"Ямало-Ненецкий автономный округ, г Новый Уренгой, жилрайон Лимбяяха, ГСК ""Сибур"", гараж №18",,,площадь,Купля-продажа,,,2025-01-11,2025-01-15,8888.888888888889,001001000000,1,,,,,,,22.5,200000.0,,3.0,0.0
2025-04-01,89:12:110614:1906,Помещение,2015.0,,Из мелких бетонных блоков,4,2022.0,101.0,89:12:110614:1877,5,Жилое,12:0,02:050,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Холмогорская, дом 68, квартира 30",,,площадь,Купля-продажа,,,2025-01-16,2025-01-16,141666.66666666666,001001000000,1,,,,,,,30.0,4250000.0,,3.0,0.0
2025-04-01,89:11:020201:1355,Помещение,2007.0,двухкомнатная квартира,Крупнопанельные,2,2007.0,101.0,89:11:020201:373,9,Жилое,11:0,02:051,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Оптимистов, д 3, корп 1, кв 68",,,площадь,Купля-продажа,,,2025-01-14,2025-01-16,153846.15384615384,001001000000,1,,,,,,,57.2,8800000.0,,3.0,0.0
2025-04-01,89:05:020108:186,Помещение,2002.0,Однокомнатная квартира,Кирпичные,4,2002.0,205.0,89:05:020108:68,5,Жилое,5:0,02:014,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, мкр Геолог, д 8, кв 23",,,площадь,Купля-продажа,,,2025-01-14,2025-01-16,168582.3754789272,001001000000,1,,,,,,,52.2,8800000.0,,3.0,0.0
2025-04-01,89:14:010126:1206,Помещение,2022.0,,Бетонные,1,,101.0,89:14:010126:1197,6,Жилое,14:0,02:051,"Ямало-Ненецкий автономный округ, город Губкинский, микрорайон № 15, дом 20, квартира 60",,,площадь,Купля-продажа,,,2025-01-13,2025-01-16,141148.3253588517,001001000000,1,,,,,,,41.8,5900000.0,,3.0,0.0
2025-04-01,89:11:050103:1498,Помещение,1989.0,квартира в многоквартирном доме,Железобетонные,3,1989.0,101.0,89:11:050103:269,11,Жилое,11:0,02:061,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Мирный, д 2, корп 4, кв 89",,,площадь,Купля-продажа,,,2025-01-16,2025-01-17,126373.62637362638,001001000000,1,,,,,,,36.4,4600000.0,,3.0,0.0
2025-04-01,89:04:020101:6372,Помещение,1991.0,Квартира,Кирпичные,4,1991.0,101.0,89:04:020101:2416,5,Жилое,4:0,02:051,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, ул Ленина, д 6а, кв 13",,,площадь,Купля-продажа,,,2025-01-15,2025-01-17,62857.142857142855,001001000000,1,,,,,,,70.0,4400000.0,,3.0,0.0
2025-04-01,89:12:110406:187,Помещение,1997.0,Квартира,Кирпичные,2,1997.0,205.0,89:12:110406:115,4,Жилое,12:0,02:061,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Муравленко, д 8, кв 6, микрорайон Западный",,,площадь,Купля-продажа,,,2025-01-16,2025-01-17,96153.84615384616,001001000000,1,,,,,,,46.8,4500000.0,,3.0,0.0
2025-04-01,89:08:020105:484,Помещение,1991.0,Помещение: комната,Смешанные,1,1991.0,507.0,89:08:020105:281,2,Жилое,8:0,02:051,"Ямало-Ненецкий автономный округ, г Салехард, ул Чупрова, д 20, к.7",,,площадь,Купля-продажа,,,2025-01-14,2025-01-17,76555.02392344498,001001000000,1,,,,,,,20.9,1600000.0,,3.0,0.0
2025-04-01,89:08:010104:509,Помещение,2001.0,Помещение: квартира,Из прочих материалов,4,2001.0,101.0,89:08:010104:215,5,Жилое,8:0,02:014,"Ямало-Ненецкий автономный округ, г Салехард, ул Манчинского, д 18, кв 53",,,площадь,Купля-продажа,,,2025-01-15,2025-01-17,141579.73174366617,001003000000,1,,,,,,,67.1,9500000.0,,3.0,0.0
2025-04-01,89:13:010110:732,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,13:0,02:071,"Ямало-Ненецкий автономный округ, г Муравленко, ул Дружбы народов,  Гаражный кооператив ""Автогаз"", гараж №18",,,площадь,Купля-продажа,,,2025-01-15,2025-01-17,20361.99095022624,001001000000,1,,,,,,,22.1,450000.0,,3.0,0.0
2025-04-01,89:01:010101:1098,Помещение,2017.0,квартира,Сборно-щитовые,1,2017.0,205.0,89:01:010101:1095,3,Жилое,1:1,02:014,"Ямало-Ненецкий автономный округ, р-н Шурышкарский, с Шурышкары, ул Мира, д 13, кв 4",,,площадь,Купля-продажа,,,2025-01-17,2025-01-20,73313.78299120234,001001000000,1,,,,,,,34.1,2500000.0,,3.0,0.0
